"","Gene.proteins.secondaryIdentifier","Gene.proteins.symbol","Gene.proteins.proteinDomains.name","Gene.proteins.proteinDomains.start","Gene.proteins.proteinDomains.end","Gene.proteins.proteinDomains.method","Gene.proteins.proteinDomains.id","pid_proteins$Gene.proteins.secondaryIdentifier"
"2277","YMR102C","Ymr102Cp","SSF50978",172,204,"SUPERFAMILY",1975770,"YMR102C"
"2278","YMR102C","Ymr102Cp","SSF50978",268,506,"SUPERFAMILY",1975771,"YMR102C"
"2279","YMR102C","Ymr102Cp","SSF50978",572,593,"SUPERFAMILY",1975772,"YMR102C"
"2280","YMR109W","Myo5p","PF00018",1092,1139,"Pfam",1977499,"YMR109W"
"2281","YMR109W","Myo5p","PS50002",1085,1147,"PROSITE",1977507,"YMR109W"
"2282","YMR109W","Myo5p","SM00326",1088,1146,"SMART",1977513,"YMR109W"
"2283","YMR109W","Myo5p","SSF50044",1069,1147,"SUPERFAMILY",1977514,"YMR109W"
"2284","YMR115W","Mgr3p","G3DSA:1.25.40.10",96,328,"GENE3D",1977531,"YMR115W"
"2285","YMR115W","Mgr3p","G3DSA:1.25.40.10",386,488,"GENE3D",1977532,"YMR115W"
"2286","YMR116C","Asc1p","G3DSA:2.130.10.10",4,65,"GENE3D",1958634,"YMR116C"
"2287","YMR116C","Asc1p","G3DSA:2.130.10.10",174,240,"GENE3D",1958635,"YMR116C"
"2288","YMR116C","Asc1p","G3DSA:2.130.10.10",241,319,"GENE3D",1958636,"YMR116C"
"2289","YMR116C","Asc1p","PF00400",11,45,"Pfam",1958640,"YMR116C"
"2290","YMR116C","Asc1p","PF00400",56,93,"Pfam",1958641,"YMR116C"
"2291","YMR116C","Asc1p","PF00400",101,134,"Pfam",1958642,"YMR116C"
"2292","YMR116C","Asc1p","PF00400",138,182,"Pfam",1958643,"YMR116C"
"2293","YMR116C","Asc1p","PF00400",191,224,"Pfam",1958644,"YMR116C"
"2294","YMR116C","Asc1p","PF00400",290,313,"Pfam",1958645,"YMR116C"
"2295","YMR116C","Asc1p","PS50082",13,47,"PROSITE",1958652,"YMR116C"
"2296","YMR116C","Asc1p","PS50082",61,102,"PROSITE",1958653,"YMR116C"
"2297","YMR116C","Asc1p","PS50082",103,137,"PROSITE",1958654,"YMR116C"
"2298","YMR116C","Asc1p","PS50082",144,184,"PROSITE",1958655,"YMR116C"
"2299","YMR116C","Asc1p","PS50082",192,233,"PROSITE",1958656,"YMR116C"
"2300","YMR116C","Asc1p","PS50082",291,319,"PROSITE",1958657,"YMR116C"
"2301","YMR116C","Asc1p","PS50294",13,319,"PROSITE",1958658,"YMR116C"
"2302","YMR116C","Asc1p","SM00320",6,46,"SMART",1958661,"YMR116C"
"2303","YMR116C","Asc1p","SM00320",54,93,"SMART",1958662,"YMR116C"
"2304","YMR116C","Asc1p","SM00320",96,135,"SMART",1958663,"YMR116C"
"2305","YMR116C","Asc1p","SM00320",137,182,"SMART",1958664,"YMR116C"
"2306","YMR116C","Asc1p","SM00320",185,224,"SMART",1958665,"YMR116C"
"2307","YMR116C","Asc1p","SM00320",227,264,"SMART",1958666,"YMR116C"
"2308","YMR116C","Asc1p","SM00320",275,314,"SMART",1958667,"YMR116C"
"2309","YMR116C","Asc1p","SSF50978",10,316,"SUPERFAMILY",1958668,"YMR116C"
"2310","YMR125W","Sto1p","PF02854",40,252,"Pfam",1956392,"YMR125W"
"2311","YMR125W","Sto1p","SM00543",36,264,"SMART",1956396,"YMR125W"
"2312","YMR131C","Rrb1p","G3DSA:2.130.10.10",64,509,"GENE3D",1977187,"YMR131C"
"2313","YMR131C","Rrb1p","PF00400",321,350,"Pfam",1977188,"YMR131C"
"2314","YMR131C","Rrb1p","PF00400",408,446,"Pfam",1977189,"YMR131C"
"2315","YMR131C","Rrb1p","PS50082",317,359,"PROSITE",1977192,"YMR131C"
"2316","YMR131C","Rrb1p","PS50082",413,448,"PROSITE",1977193,"YMR131C"
"2317","YMR131C","Rrb1p","PS50294",317,455,"PROSITE",1977194,"YMR131C"
"2318","YMR131C","Rrb1p","SM00320",261,303,"SMART",1977197,"YMR131C"
"2319","YMR131C","Rrb1p","SM00320",311,350,"SMART",1977198,"YMR131C"
"2320","YMR131C","Rrb1p","SM00320",355,395,"SMART",1977199,"YMR131C"
"2321","YMR131C","Rrb1p","SM00320",406,446,"SMART",1977200,"YMR131C"
"2322","YMR131C","Rrb1p","SM00320",470,507,"SMART",1977201,"YMR131C"
"2323","YMR131C","Rrb1p","SSF50978",215,508,"SUPERFAMILY",1977202,"YMR131C"
"2324","YMR146C","Tif34p","G3DSA:2.130.10.10",1,347,"GENE3D",1965118,"YMR146C"
"2325","YMR146C","Tif34p","PF00400",5,37,"Pfam",1965120,"YMR146C"
"2326","YMR146C","Tif34p","PF00400",43,80,"Pfam",1965121,"YMR146C"
"2327","YMR146C","Tif34p","PF00400",287,319,"Pfam",1965122,"YMR146C"
"2328","YMR146C","Tif34p","PS50082",6,47,"PROSITE",1965124,"YMR146C"
"2329","YMR146C","Tif34p","PS50082",48,89,"PROSITE",1965125,"YMR146C"
"2330","YMR146C","Tif34p","PS50082",289,319,"PROSITE",1965126,"YMR146C"
"2331","YMR146C","Tif34p","PS50294",6,89,"PROSITE",1965127,"YMR146C"
"2332","YMR146C","Tif34p","PS50294",149,233,"PROSITE",1965128,"YMR146C"
"2333","YMR146C","Tif34p","SM00320",1,38,"SMART",1965131,"YMR146C"
"2334","YMR146C","Tif34p","SM00320",41,80,"SMART",1965132,"YMR146C"
"2335","YMR146C","Tif34p","SM00320",83,126,"SMART",1965133,"YMR146C"
"2336","YMR146C","Tif34p","SM00320",140,181,"SMART",1965134,"YMR146C"
"2337","YMR146C","Tif34p","SM00320",185,224,"SMART",1965135,"YMR146C"
"2338","YMR146C","Tif34p","SM00320",282,321,"SMART",1965136,"YMR146C"
"2339","YMR146C","Tif34p","SSF50978",12,328,"SUPERFAMILY",1965137,"YMR146C"
"2340","YMR160W","Ymr160Wp","G3DSA:2.130.10.10",2,740,"GENE3D",1976617,"YMR160W"
"2341","YMR164C","Mss11p","PF08513",53,79,"Pfam",1976624,"YMR164C"
"2342","YMR164C","Mss11p","PS50896",51,83,"PROSITE",1976625,"YMR164C"
"2343","YMR164C","Mss11p","SM00667",51,83,"SMART",1976626,"YMR164C"
"2344","YMR171C","Ear1p","PF00622",239,371,"Pfam",1975870,"YMR171C"
"2345","YMR171C","Ear1p","SM00449",235,374,"SMART",1975874,"YMR171C"
"2346","YMR219W","Esc1p","PS51450",1390,1411,"PROSITE",1976384,"YMR219W"
"2347","YMR229C","Rrp5p","G3DSA:1.25.40.10",1453,1516,"GENE3D",1978091,"YMR229C"
"2348","YMR229C","Rrp5p","G3DSA:1.25.40.10",1517,1612,"GENE3D",1978092,"YMR229C"
"2349","YMR229C","Rrp5p","G3DSA:1.25.40.10",1613,1721,"GENE3D",1978093,"YMR229C"
"2350","YMR229C","Rrp5p","SSF48452",1503,1724,"SUPERFAMILY",1978140,"YMR229C"
"2351","YMR231W","Pep5p","G3DSA:1.25.40.10",245,654,"GENE3D",1945652,"YMR231W"
"2352","YMR231W","Pep5p","G3DSA:1.25.40.10",676,931,"GENE3D",1945653,"YMR231W"
"2353","YMR231W","Pep5p","G3DSA:2.130.10.10",29,206,"GENE3D",1945654,"YMR231W"
"2354","YMR231W","Pep5p","SSF50978",31,269,"SUPERFAMILY",1945664,"YMR231W"
"2355","YMR233W","Tri1p","PF02201",124,193,"Pfam",1978154,"YMR233W"
"2356","YMR235C","Rna1p","PF13516",45,63,"Pfam",1945327,"YMR235C"
"2357","YMR235C","Rna1p","PF13516",106,121,"Pfam",1945328,"YMR235C"
"2358","YMR237W","Bch1p","G3DSA:1.25.40.10",242,627,"GENE3D",1978165,"YMR237W"
"2359","YMR251W","Gto3p","PF13409",46,179,"Pfam",1977933,"YMR251W"
"2360","YMR257C","Pet111p","G3DSA:1.25.40.10",139,699,"GENE3D",1943116,"YMR257C"
"2361","YMR263W","Sap30p","PF13867",153,189,"Pfam",1960396,"YMR263W"
"2362","YMR264W","Cue1p","PF02845",67,105,"Pfam",1960393,"YMR264W"
"2363","YMR264W","Cue1p","PS51140",65,107,"PROSITE",1960394,"YMR264W"
"2364","YMR264W","Cue1p","SM00546",65,106,"SMART",1960395,"YMR264W"
"2365","YMR276W","Dsk2p","PF00240",5,74,"Pfam",1969824,"YMR276W"
"2366","YMR276W","Dsk2p","PS50053",1,77,"PROSITE",1969828,"YMR276W"
"2367","YMR276W","Dsk2p","SM00213",3,73,"SMART",1969832,"YMR276W"
"2368","YMR276W","Dsk2p","SSF46934",328,371,"SUPERFAMILY",1969835,"YMR276W"
"2369","YMR282C","Aep2p","G3DSA:1.25.40.10",138,477,"GENE3D",1948789,"YMR282C"
"2370","YMR304W","Ubp15p","G3DSA:2.60.210.10",20,188,"GENE3D",1970340,"YMR304W"
"2371","YMR304W","Ubp15p","PS50144",39,179,"PROSITE",1970347,"YMR304W"
"2372","YMR304W","Ubp15p","SM00061",44,156,"SMART",1970351,"YMR304W"
"2373","YMR304W","Ubp15p","SSF49599",40,190,"SUPERFAMILY",1970352,"YMR304W"
"2374","YMR309C","Nip1p","PF01399",651,780,"Pfam",1953809,"YMR309C"
"2375","YMR309C","Nip1p","SM00088",712,797,"SMART",1953814,"YMR309C"
"2376","YNL006W","Lst8p","PF00400",66,103,"Pfam",1966819,"YNL006W"
"2377","YNL006W","Lst8p","PF00400",114,144,"Pfam",1966820,"YNL006W"
"2378","YNL006W","Lst8p","PF00400",198,235,"Pfam",1966821,"YNL006W"
"2379","YNL006W","Lst8p","PF00400",242,278,"Pfam",1966822,"YNL006W"
"2380","YNL006W","Lst8p","PS50082",1,27,"PROSITE",1966830,"YNL006W"
"2381","YNL006W","Lst8p","PS50082",71,112,"PROSITE",1966831,"YNL006W"
"2382","YNL006W","Lst8p","PS50082",112,153,"PROSITE",1966832,"YNL006W"
"2383","YNL006W","Lst8p","PS50082",203,244,"PROSITE",1966833,"YNL006W"
"2384","YNL006W","Lst8p","PS50082",246,287,"PROSITE",1966834,"YNL006W"
"2385","YNL006W","Lst8p","PS50294",1,303,"PROSITE",1966835,"YNL006W"
"2386","YNL006W","Lst8p","SM00320",21,59,"SMART",1966838,"YNL006W"
"2387","YNL006W","Lst8p","SM00320",64,103,"SMART",1966839,"YNL006W"
"2388","YNL006W","Lst8p","SM00320",106,144,"SMART",1966840,"YNL006W"
"2389","YNL006W","Lst8p","SM00320",147,187,"SMART",1966841,"YNL006W"
"2390","YNL006W","Lst8p","SM00320",196,235,"SMART",1966842,"YNL006W"
"2391","YNL006W","Lst8p","SM00320",239,278,"SMART",1966843,"YNL006W"
"2392","YNL006W","Lst8p","SSF50978",5,299,"SUPERFAMILY",1966844,"YNL006W"
"2393","YNL035C","Ynl035Cp","G3DSA:2.130.10.10",3,310,"GENE3D",1973726,"YNL035C"
"2394","YNL035C","Ynl035Cp","PF00400",139,177,"Pfam",1973727,"YNL035C"
"2395","YNL035C","Ynl035Cp","PF00400",289,320,"Pfam",1973728,"YNL035C"
"2396","YNL035C","Ynl035Cp","PS50082",144,186,"PROSITE",1973730,"YNL035C"
"2397","YNL035C","Ynl035Cp","PS50294",144,186,"PROSITE",1973731,"YNL035C"
"2398","YNL035C","Ynl035Cp","SM00320",3,42,"SMART",1973733,"YNL035C"
"2399","YNL035C","Ynl035Cp","SM00320",45,87,"SMART",1973734,"YNL035C"
"2400","YNL035C","Ynl035Cp","SM00320",137,177,"SMART",1973735,"YNL035C"
"2401","YNL035C","Ynl035Cp","SM00320",280,321,"SMART",1973736,"YNL035C"
"2402","YNL035C","Ynl035Cp","SSF50978",17,321,"SUPERFAMILY",1973737,"YNL035C"
"2403","YNL068C","Fkh2p","PF00498",84,172,"Pfam",1967016,"YNL068C"
"2404","YNL068C","Fkh2p","PS50006",83,152,"PROSITE",1967022,"YNL068C"
"2405","YNL068C","Fkh2p","SM00240",82,152,"SMART",1967026,"YNL068C"
"2406","YNL068C","Fkh2p","SSF49879",70,183,"SUPERFAMILY",1967029,"YNL068C"
"2407","YNL084C","End3p","PF12763",1,103,"Pfam",1962820,"YNL084C"
"2408","YNL084C","End3p","PS50031",8,98,"PROSITE",1962822,"YNL084C"
"2409","YNL084C","End3p","PS50031",130,222,"PROSITE",1962823,"YNL084C"
"2410","YNL084C","End3p","SM00027",1,97,"SMART",1962828,"YNL084C"
"2411","YNL084C","End3p","SM00027",123,221,"SMART",1962829,"YNL084C"
"2412","YNL116W","Dma2p","PF00498",318,379,"Pfam",1973534,"YNL116W"
"2413","YNL116W","Dma2p","PS50006",295,358,"PROSITE",1973536,"YNL116W"
"2414","YNL116W","Dma2p","SM00240",294,358,"SMART",1973540,"YNL116W"
"2415","YNL116W","Dma2p","SSF49879",292,404,"SUPERFAMILY",1973541,"YNL116W"
"2416","YNL121C","Tom70p","G3DSA:1.25.40.10",89,259,"GENE3D",1942247,"YNL121C"
"2417","YNL121C","Tom70p","G3DSA:1.25.40.10",265,376,"GENE3D",1942248,"YNL121C"
"2418","YNL121C","Tom70p","G3DSA:1.25.40.10",377,415,"GENE3D",1942249,"YNL121C"
"2419","YNL121C","Tom70p","G3DSA:1.25.40.10",429,484,"GENE3D",1942250,"YNL121C"
"2420","YNL121C","Tom70p","G3DSA:1.25.40.10",485,589,"GENE3D",1942251,"YNL121C"
"2421","YNL121C","Tom70p","PF00515",99,131,"Pfam",1942252,"YNL121C"
"2422","YNL121C","Tom70p","PF13181",398,430,"Pfam",1942253,"YNL121C"
"2423","YNL121C","Tom70p","PS50005",99,132,"PROSITE",1942256,"YNL121C"
"2424","YNL121C","Tom70p","PS50005",133,165,"PROSITE",1942257,"YNL121C"
"2425","YNL121C","Tom70p","PS50005",363,396,"PROSITE",1942258,"YNL121C"
"2426","YNL121C","Tom70p","PS50005",397,430,"PROSITE",1942259,"YNL121C"
"2427","YNL121C","Tom70p","PS50005",465,498,"PROSITE",1942260,"YNL121C"
"2428","YNL121C","Tom70p","PS50005",542,575,"PROSITE",1942261,"YNL121C"
"2429","YNL121C","Tom70p","PS50293",99,165,"PROSITE",1942262,"YNL121C"
"2430","YNL121C","Tom70p","PS50293",363,575,"PROSITE",1942263,"YNL121C"
"2431","YNL121C","Tom70p","SM00028",99,132,"SMART",1942266,"YNL121C"
"2432","YNL121C","Tom70p","SM00028",133,165,"SMART",1942267,"YNL121C"
"2433","YNL121C","Tom70p","SM00028",166,198,"SMART",1942268,"YNL121C"
"2434","YNL121C","Tom70p","SM00028",363,396,"SMART",1942269,"YNL121C"
"2435","YNL121C","Tom70p","SM00028",397,430,"SMART",1942270,"YNL121C"
"2436","YNL121C","Tom70p","SM00028",431,464,"SMART",1942271,"YNL121C"
"2437","YNL121C","Tom70p","SM00028",465,498,"SMART",1942272,"YNL121C"
"2438","YNL121C","Tom70p","SM00028",542,575,"SMART",1942273,"YNL121C"
"2439","YNL121C","Tom70p","SSF48452",97,190,"SUPERFAMILY",1942274,"YNL121C"
"2440","YNL121C","Tom70p","SSF48452",281,363,"SUPERFAMILY",1942275,"YNL121C"
"2441","YNL121C","Tom70p","SSF48452",365,572,"SUPERFAMILY",1942276,"YNL121C"
"2442","YNL123W","Nma111p","PF00595",291,375,"Pfam",1973509,"YNL123W"
"2443","YNL123W","Nma111p","SM00228",300,378,"SMART",1973519,"YNL123W"
"2444","YNL123W","Nma111p","SM00228",779,854,"SMART",1973520,"YNL123W"
"2445","YNL123W","Nma111p","SSF50156",326,420,"SUPERFAMILY",1973521,"YNL123W"
"2446","YNL123W","Nma111p","SSF50156",807,888,"SUPERFAMILY",1973522,"YNL123W"
"2447","YNL123W","Nma111p","SSF50156",895,966,"SUPERFAMILY",1973523,"YNL123W"
"2448","YNL148C","Alf1p","PF14560",1,89,"Pfam",1973427,"YNL148C"
"2449","YNL182C","Ipi3p","G3DSA:2.130.10.10",8,418,"GENE3D",1973288,"YNL182C"
"2450","YNL182C","Ipi3p","PS50082",135,167,"PROSITE",1973289,"YNL182C"
"2451","YNL182C","Ipi3p","PS50294",110,176,"PROSITE",1973290,"YNL182C"
"2452","YNL182C","Ipi3p","SM00320",127,167,"SMART",1973293,"YNL182C"
"2453","YNL182C","Ipi3p","SM00320",178,225,"SMART",1973294,"YNL182C"
"2454","YNL182C","Ipi3p","SM00320",336,372,"SMART",1973295,"YNL182C"
"2455","YNL182C","Ipi3p","SSF50978",42,291,"SUPERFAMILY",1973296,"YNL182C"
"2456","YNL182C","Ipi3p","SSF50978",343,387,"SUPERFAMILY",1973297,"YNL182C"
"2457","YNL187W","Swt21p","G3DSA:2.130.10.10",5,201,"GENE3D",1973264,"YNL187W"
"2458","YNL187W","Swt21p","G3DSA:2.130.10.10",202,356,"GENE3D",1973265,"YNL187W"
"2459","YNL187W","Swt21p","SSF50978",7,249,"SUPERFAMILY",1973267,"YNL187W"
"2460","YNL189W","Srp1p","PF00514",121,160,"Pfam",1975307,"YNL189W"
"2461","YNL189W","Srp1p","PF00514",163,201,"Pfam",1975308,"YNL189W"
"2462","YNL189W","Srp1p","PF00514",205,244,"Pfam",1975309,"YNL189W"
"2463","YNL189W","Srp1p","PF00514",249,285,"Pfam",1975310,"YNL189W"
"2464","YNL189W","Srp1p","PF00514",289,327,"Pfam",1975311,"YNL189W"
"2465","YNL189W","Srp1p","PF00514",330,370,"Pfam",1975312,"YNL189W"
"2466","YNL189W","Srp1p","PF00514",372,411,"Pfam",1975313,"YNL189W"
"2467","YNL189W","Srp1p","PF00514",418,455,"Pfam",1975314,"YNL189W"
"2468","YNL189W","Srp1p","PS50176",130,173,"PROSITE",1975318,"YNL189W"
"2469","YNL189W","Srp1p","PS50176",341,375,"PROSITE",1975319,"YNL189W"
"2470","YNL189W","Srp1p","SM00185",119,160,"SMART",1975323,"YNL189W"
"2471","YNL189W","Srp1p","SM00185",162,202,"SMART",1975324,"YNL189W"
"2472","YNL189W","Srp1p","SM00185",204,244,"SMART",1975325,"YNL189W"
"2473","YNL189W","Srp1p","SM00185",247,286,"SMART",1975326,"YNL189W"
"2474","YNL189W","Srp1p","SM00185",288,328,"SMART",1975327,"YNL189W"
"2475","YNL189W","Srp1p","SM00185",330,370,"SMART",1975328,"YNL189W"
"2476","YNL189W","Srp1p","SM00185",372,412,"SMART",1975329,"YNL189W"
"2477","YNL189W","Srp1p","SM00185",417,457,"SMART",1975330,"YNL189W"
"2478","YNL212W","Vid27p","G3DSA:2.130.10.10",78,532,"GENE3D",1965004,"YNL212W"
"2479","YNL212W","Vid27p","G3DSA:2.130.10.10",533,776,"GENE3D",1965005,"YNL212W"
"2480","YNL229C","Ure2p","PF02798",113,189,"Pfam",1949305,"YNL229C"
"2481","YNL229C","Ure2p","PS50404",112,196,"PROSITE",1949307,"YNL229C"
"2482","YNL230C","Ela1p","PS50181",19,63,"PROSITE",1973212,"YNL230C"
"2483","YNL253W","Tex1p","G3DSA:2.130.10.10",41,214,"GENE3D",1973147,"YNL253W"
"2484","YNL253W","Tex1p","G3DSA:2.130.10.10",215,368,"GENE3D",1973148,"YNL253W"
"2485","YNL253W","Tex1p","PF00400",249,281,"Pfam",1973149,"YNL253W"
"2486","YNL253W","Tex1p","PS50082",249,284,"PROSITE",1973150,"YNL253W"
"2487","YNL253W","Tex1p","PS50294",249,332,"PROSITE",1973151,"YNL253W"
"2488","YNL253W","Tex1p","SM00320",49,91,"SMART",1973154,"YNL253W"
"2489","YNL253W","Tex1p","SM00320",148,188,"SMART",1973155,"YNL253W"
"2490","YNL253W","Tex1p","SM00320",198,237,"SMART",1973156,"YNL253W"
"2491","YNL253W","Tex1p","SM00320",242,281,"SMART",1973157,"YNL253W"
"2492","YNL253W","Tex1p","SM00320",284,323,"SMART",1973158,"YNL253W"
"2493","YNL253W","Tex1p","SSF50978",60,359,"SUPERFAMILY",1973159,"YNL253W"
"2494","YNL291C","Mid1p","G3DSA:1.10.2000.10",351,517,"GENE3D",1967066,"YNL291C"
"2495","YNL311C","Skp2p","PF12937",59,101,"Pfam",1967341,"YNL311C"
"2496","YNL311C","Skp2p","PS50181",54,100,"PROSITE",1967342,"YNL311C"
"2497","YNL311C","Skp2p","SM00256",60,100,"SMART",1967343,"YNL311C"
"2498","YNL311C","Skp2p","SSF81383",50,102,"SUPERFAMILY",1967344,"YNL311C"
"2499","YNL313C","Emw1p","G3DSA:1.25.40.10",385,857,"GENE3D",1967328,"YNL313C"
"2500","YNL313C","Emw1p","PF13181",638,669,"Pfam",1967329,"YNL313C"
"2501","YNL313C","Emw1p","PS50005",637,670,"PROSITE",1967330,"YNL313C"
"2502","YNL313C","Emw1p","PS50005",671,704,"PROSITE",1967331,"YNL313C"
"2503","YNL313C","Emw1p","PS50293",603,739,"PROSITE",1967332,"YNL313C"
"2504","YNL313C","Emw1p","SM00028",637,670,"SMART",1967335,"YNL313C"
"2505","YNL313C","Emw1p","SM00028",671,704,"SMART",1967336,"YNL313C"
"2506","YNL313C","Emw1p","SM00028",792,825,"SMART",1967337,"YNL313C"
"2507","YNL313C","Emw1p","SSF48452",634,739,"SUPERFAMILY",1967338,"YNL313C"
"2508","YNL313C","Emw1p","SSF48452",792,827,"SUPERFAMILY",1967339,"YNL313C"
"2509","YNL317W","Pfs2p","G3DSA:2.130.10.10",2,201,"GENE3D",1967307,"YNL317W"
"2510","YNL317W","Pfs2p","G3DSA:2.130.10.10",257,398,"GENE3D",1967308,"YNL317W"
"2511","YNL317W","Pfs2p","PF00400",132,162,"Pfam",1967309,"YNL317W"
"2512","YNL317W","Pfs2p","PF00400",175,205,"Pfam",1967310,"YNL317W"
"2513","YNL317W","Pfs2p","PF00400",210,247,"Pfam",1967311,"YNL317W"
"2514","YNL317W","Pfs2p","PF00400",345,377,"Pfam",1967312,"YNL317W"
"2515","YNL317W","Pfs2p","PS50082",131,163,"PROSITE",1967313,"YNL317W"
"2516","YNL317W","Pfs2p","PS50082",173,214,"PROSITE",1967314,"YNL317W"
"2517","YNL317W","Pfs2p","PS50082",215,256,"PROSITE",1967315,"YNL317W"
"2518","YNL317W","Pfs2p","PS50082",346,377,"PROSITE",1967316,"YNL317W"
"2519","YNL317W","Pfs2p","PS50294",89,387,"PROSITE",1967317,"YNL317W"
"2520","YNL317W","Pfs2p","SM00320",89,121,"SMART",1967320,"YNL317W"
"2521","YNL317W","Pfs2p","SM00320",124,163,"SMART",1967321,"YNL317W"
"2522","YNL317W","Pfs2p","SM00320",165,205,"SMART",1967322,"YNL317W"
"2523","YNL317W","Pfs2p","SM00320",208,247,"SMART",1967323,"YNL317W"
"2524","YNL317W","Pfs2p","SM00320",250,290,"SMART",1967324,"YNL317W"
"2525","YNL317W","Pfs2p","SM00320",294,333,"SMART",1967325,"YNL317W"
"2526","YNL317W","Pfs2p","SM00320",338,378,"SMART",1967326,"YNL317W"
"2527","YNL317W","Pfs2p","SSF50978",74,377,"SUPERFAMILY",1967327,"YNL317W"
"2528","YNR026C","Sec12p","G3DSA:2.130.10.10",1,344,"GENE3D",1945305,"YNR026C"
"2529","YNR026C","Sec12p","SM00320",259,294,"SMART",1945308,"YNR026C"
"2530","YNR026C","Sec12p","SM00320",297,337,"SMART",1945309,"YNR026C"
"2531","YNR032C-A","Hub1p","PF00240",11,70,"Pfam",1985132,"YNR032C-A"
"2532","YNR032C-A","Hub1p","PS50053",2,73,"PROSITE",1985133,"YNR032C-A"
"2533","YNR065C","Ynr065Cp","G3DSA:2.130.10.10",1,145,"GENE3D",1972896,"YNR065C"
"2534","YNR065C","Ynr065Cp","G3DSA:2.130.10.10",287,659,"GENE3D",1972897,"YNR065C"
"2535","YNR066C","Ynr066Cp","G3DSA:2.130.10.10",36,432,"GENE3D",1972908,"YNR066C"
"2536","YOL063C","Crt10p","G3DSA:2.130.10.10",212,488,"GENE3D",1980910,"YOL063C"
"2537","YOL072W","Thp1p","PF01399",297,428,"Pfam",1980924,"YOL072W"
"2538","YOL076W","Mdm20p","G3DSA:1.25.40.10",6,469,"GENE3D",1983896,"YOL076W"
"2539","YOL087C","Duf1p","G3DSA:2.130.10.10",8,312,"GENE3D",1985360,"YOL087C"
"2540","YOL087C","Duf1p","G3DSA:2.130.10.10",313,486,"GENE3D",1985361,"YOL087C"
"2541","YOL087C","Duf1p","PS50082",264,298,"PROSITE",1985365,"YOL087C"
"2542","YOL087C","Duf1p","PS50294",264,305,"PROSITE",1985366,"YOL087C"
"2543","YOL087C","Duf1p","SM00320",12,53,"SMART",1985369,"YOL087C"
"2544","YOL087C","Duf1p","SM00320",120,191,"SMART",1985370,"YOL087C"
"2545","YOL087C","Duf1p","SM00320",257,296,"SMART",1985371,"YOL087C"
"2546","YOL087C","Duf1p","SM00320",382,417,"SMART",1985372,"YOL087C"
"2547","YOL087C","Duf1p","SSF50978",15,125,"SUPERFAMILY",1985373,"YOL087C"
"2548","YOL087C","Duf1p","SSF50978",160,204,"SUPERFAMILY",1985374,"YOL087C"
"2549","YOL087C","Duf1p","SSF50978",164,476,"SUPERFAMILY",1985375,"YOL087C"
"2550","YOL111C","Mdy2p","PF00240",80,150,"Pfam",1983446,"YOL111C"
"2551","YOL111C","Mdy2p","PS50053",74,152,"PROSITE",1983448,"YOL111C"
"2552","YOL111C","Mdy2p","SM00213",74,149,"SMART",1983449,"YOL111C"
"2553","YOL138C","Rtc1p","G3DSA:2.130.10.10",103,1116,"GENE3D",1981004,"YOL138C"
"2554","YOL138C","Rtc1p","PF00400",252,287,"Pfam",1981006,"YOL138C"
"2555","YOL138C","Rtc1p","PF00400",363,396,"Pfam",1981007,"YOL138C"
"2556","YOL138C","Rtc1p","PS50082",254,296,"PROSITE",1981010,"YOL138C"
"2557","YOL138C","Rtc1p","PS50082",365,396,"PROSITE",1981011,"YOL138C"
"2558","YOL138C","Rtc1p","PS50294",254,296,"PROSITE",1981013,"YOL138C"
"2559","YOL138C","Rtc1p","PS50294",365,406,"PROSITE",1981014,"YOL138C"
"2560","YOL138C","Rtc1p","SM00320",247,287,"SMART",1981017,"YOL138C"
"2561","YOL138C","Rtc1p","SM00320",358,397,"SMART",1981018,"YOL138C"
"2562","YOL138C","Rtc1p","SSF50978",218,396,"SUPERFAMILY",1981019,"YOL138C"
"2563","YOL138C","Rtc1p","SSF50978",424,537,"SUPERFAMILY",1981020,"YOL138C"
"2564","YOL141W","Ppm2p","G3DSA:2.120.10.80",356,674,"GENE3D",1981022,"YOL141W"
"2565","YOL141W","Ppm2p","SM00612",453,500,"SMART",1981028,"YOL141W"
"2566","YOL145C","Ctr9p","G3DSA:1.25.40.10",44,151,"GENE3D",1974302,"YOL145C"
"2567","YOL145C","Ctr9p","G3DSA:1.25.40.10",152,293,"GENE3D",1974303,"YOL145C"
"2568","YOL145C","Ctr9p","G3DSA:1.25.40.10",294,357,"GENE3D",1974304,"YOL145C"
"2569","YOL145C","Ctr9p","G3DSA:1.25.40.10",358,427,"GENE3D",1974305,"YOL145C"
"2570","YOL145C","Ctr9p","G3DSA:1.25.40.10",430,492,"GENE3D",1974306,"YOL145C"
"2571","YOL145C","Ctr9p","G3DSA:1.25.40.10",493,635,"GENE3D",1974307,"YOL145C"
"2572","YOL145C","Ctr9p","G3DSA:1.25.40.10",636,962,"GENE3D",1974308,"YOL145C"
"2573","YOL145C","Ctr9p","PF13176",735,763,"Pfam",1974309,"YOL145C"
"2574","YOL145C","Ctr9p","PF13181",224,251,"Pfam",1974310,"YOL145C"
"2575","YOL145C","Ctr9p","PS50005",56,89,"PROSITE",1974311,"YOL145C"
"2576","YOL145C","Ctr9p","PS50005",183,216,"PROSITE",1974312,"YOL145C"
"2577","YOL145C","Ctr9p","PS50005",218,251,"PROSITE",1974313,"YOL145C"
"2578","YOL145C","Ctr9p","PS50005",338,371,"PROSITE",1974314,"YOL145C"
