"","proteins$`Gene > Proteins > Systematic Name`","n()"
"3581","YJL094C",5
"3582","YJL136C",5
"3583","YJL137C",5
"3584","YJL146W",5
"3585","YJL149W",5
"3586","YJL156C",5
"3587","YJL158C",5
"3588","YJL166W",5
"3589","YJL171C",5
"3590","YJL198W",5
"3591","YJL212C",5
"3592","YJR055W",5
"3593","YJR072C",5
"3594","YJR074W",5
"3595","YJR086W",5
"3596","YJR094W-A",5
"3597","YJR098C",5
"3598","YJR101W",5
"3599","YJR107W",5
"3600","YJR111C",5
"3601","YJR112W",5
"3602","YJR116W",5
"3603","YJR117W",5
"3604","YJR129C",5
"3605","YJR133W",5
"3606","YJR135W-A",5
"3607","YJR149W",5
"3608","YJR154W",5
"3609","YJR155W",5
"3610","YJR156C",5
"3611","YJR161C",5
"3612","YKL006C-A",5
"3613","YKL016C",5
"3614","YKL027W",5
"3615","YKL074C",5
"3616","YKL088W",5
"3617","YKL096W-A",5
"3618","YKL107W",5
"3619","YKL110C",5
"3620","YKL117W",5
"3621","YKL140W",5
"3622","YKL154W",5
"3623","YKL165C",5
"3624","YKL167C",5
"3625","YKL174C",5
"3626","YKL186C",5
"3627","YKL189W",5
"3628","YKL191W",5
"3629","YKL205W",5
"3630","YKL207W",5
"3631","YKL215C",5
"3632","YKL219W",5
"3633","YKR003W",5
"3634","YKR016W",5
"3635","YKR018C",5
"3636","YKR019C",5
"3637","YKR026C",5
"3638","YKR050W",5
"3639","YKR057W",5
"3640","YKR058W",5
"3641","YKR060W",5
"3642","YKR081C",5
"3643","YKR082W",5
"3644","YLL012W",5
"3645","YLL031C",5
"3646","YLL057C",5
"3647","YLL058W",5
"3648","YLL063C",5
"3649","YLR011W",5
"3650","YLR015W",5
"3651","YLR024C",5
"3652","YLR050C",5
"3653","YLR078C",5
"3654","YLR118C",5
"3655","YLR126C",5
"3656","YLR142W",5
"3657","YLR181C",5
"3658","YLR233C",5
"3659","YLR243W",5
"3660","YLR273C",5
"3661","YLR284C",5
"3662","YLR312W-A",5
"3663","YLR321C",5
"3664","YLR324W",5
"3665","YLR361C",5
"3666","YLR368W",5
"3667","YLR394W",5
"3668","YLR395C",5
"3669","YLR414C",5
"3670","YLR424W",5
"3671","YLR448W",5
"3672","YLR456W",5
"3673","YML012W",5
"3674","YML014W",5
"3675","YML015C",5
"3676","YML032C",5
"3677","YML034W",5
"3678","YML038C",5
"3679","YML050W",5
"3680","YML073C",5
"3681","YML079W",5
"3682","YML082W",5
"3683","YML098W",5
"3684","YML105C",5
"3685","YML111W",5
"3686","YML121W",5
"3687","YML130C",5
"3688","YML132W",5
"3689","YMR003W",5
"3690","YMR009W",5
"3691","YMR026C",5
"3692","YMR039C",5
"3693","YMR041C",5
"3694","YMR074C",5
"3695","YMR084W",5
"3696","YMR087W",5
"3697","YMR090W",5
"3698","YMR137C",5
"3699","YMR163C",5
"3700","YMR180C",5
"3701","YMR193W",5
"3702","YMR196W",5
"3703","YMR203W",5
"3704","YMR215W",5
"3705","YMR222C",5
"3706","YMR230W",5
"3707","YMR236W",5
"3708","YMR240C",5
"3709","YMR275C",5
"3710","YMR281W",5
"3711","YMR288W",5
"3712","YMR306W",5
"3713","YNL052W",5
"3714","YNL056W",5
"3715","YNL080C",5
"3716","YNL099C",5
"3717","YNL124W",5
"3718","YNL130C",5
"3719","YNL131W",5
"3720","YNL139C",5
"3721","YNL153C",5
"3722","YNL168C",5
"3723","YNL169C",5
"3724","YNL173C",5
"3725","YNL177C",5
"3726","YNL181W",5
"3727","YNL191W",5
"3728","YNL210W",5
"3729","YNL245C",5
"3730","YNL261W",5
"3731","YNL272C",5
"3732","YNL275W",5
"3733","YNL280C",5
"3734","YNL281W",5
"3735","YNL288W",5
"3736","YNL306W",5
"3737","YNL311C",5
"3738","YNL320W",5
"3739","YNL321W",5
"3740","YNL331C",5
"3741","YNL332W",5
"3742","YNL336W",5
"3743","YNR007C",5
"3744","YNR023W",5
"3745","YNR046W",5
"3746","YNR052C",5
"3747","YNR075W",5
"3748","YOL003C",5
"3749","YOL008W",5
"3750","YOL030W",5
"3751","YOL051W",5
"3752","YOL086W-A",5
"3753","YOL093W",5
"3754","YOL107W",5
"3755","YOL114C",5
"3756","YOL132W",5
"3757","YOL154W",5
"3758","YOL165C",5
"3759","YOR004W",5
"3760","YOR018W",5
"3761","YOR059C",5
"3762","YOR064C",5
"3763","YOR084W",5
"3764","YOR126C",5
"3765","YOR138C",5
"3766","YOR178C",5
"3767","YOR180C",5
"3768","YOR197W",5
"3769","YOR213C",5
"3770","YOR215C",5
"3771","YOR237W",5
"3772","YOR239W",5
"3773","YOR262W",5
"3774","YOR293W",5
"3775","YOR320C",5
"3776","YOR332W",5
"3777","YOR338W",5
"3778","YOR358W",5
"3779","YPL010W",5
"3780","YPL032C",5
"3781","YPL033C",5
"3782","YPL037C",5
"3783","YPL046C",5
"3784","YPL047W",5
"3785","YPL064C",5
"3786","YPL079W",5
"3787","YPL085W",5
"3788","YPL088W",5
"3789","YPL090C",5
"3790","YPL145C",5
"3791","YPL152W",5
"3792","YPL171C",5
"3793","YPL227C",5
"3794","YPL228W",5
"3795","YPL246C",5
"3796","YPL260W",5
"3797","YPL271W",5
"3798","YPL276W",5
"3799","YPR043W",5
"3800","YPR067W",5
"3801","YPR079W",5
"3802","YPR084W",5
"3803","YPR085C",5
"3804","YPR113W",5
"3805","YPR114W",5
"3806","YPR127W",5
"3807","YPR133C",5
"3808","YPR147C",5
"3809","YPR162C",5
"3810","YPR166C",5
"3811","YPR169W",5
"3812","YPR172W",5
"3813","YPR180W",5
"3814","YPR190C",5
"3815","YPR194C",5
"3816","Q0160",4
"3817","YAL013W",4
"3818","YAL042W",4
"3819","YAL064C-A",4
"3820","YAL068C",4
"3821","YBL014C",4
"3822","YBL025W",4
"3823","YBL042C",4
"3824","YBL059C-A",4
"3825","YBL072C",4
"3826","YBL101C",4
"3827","YBL107C",4
"3828","YBL108C-A",4
"3829","YBR021W",4
"3830","YBR040W",4
"3831","YBR044C",4
"3832","YBR067C",4
"3833","YBR070C",4
"3834","YBR098W",4
"3835","YBR106W",4
"3836","YBR111W-A",4
"3837","YBR137W",4
"3838","YBR161W",4
"3839","YBR162W-A",4
"3840","YBR193C",4
"3841","YBR231C",4
"3842","YBR235W",4
"3843","YBR278W",4
"3844","YBR289W",4
"3845","YBR301W",4
"3846","YCL001W",4
"3847","YCL001W-B",4
"3848","YCL014W",4
"3849","YCL047C",4
"3850","YCL052C",4
"3851","YCL055W",4
"3852","YCR010C",4
"3853","YCR015C",4
"3854","YCR020C-A",4
"3855","YCR034W",4
"3856","YCR046C",4
"3857","YCR048W",4
"3858","YCR061W",4
"3859","YCR094W",4
"3860","YCR104W",4
"3861","YDL015C",4
"3862","YDL049C",4
"3863","YDL061C",4
"3864","YDL076C",4
"3865","YDL081C",4
"3866","YDL082W",4
"3867","YDL087C",4
"3868","YDL105W",4
"3869","YDL123W",4
"3870","YDL130W",4
"3871","YDL142C",4
"3872","YDL181W",4
"3873","YDL193W",4
"3874","YDL204W",4
"3875","YDL206W",4
"3876","YDR057W",4
"3877","YDR083W",4
"3878","YDR121W",4
"3879","YDR123C",4
"3880","YDR126W",4
"3881","YDR131C",4
"3882","YDR160W",4
"3883","YDR185C",4
"3884","YDR202C",4
"3885","YDR204W",4
"3886","YDR222W",4
"3887","YDR233C",4
"3888","YDR245W",4
"3889","YDR251W",4
"3890","YDR276C",4
"3891","YDR286C",4
"3892","YDR299W",4
"3893","YDR301W",4
"3894","YDR346C",4
"3895","YDR363W-A",4
"3896","YDR372C",4
"3897","YDR374C",4
"3898","YDR382W",4
"3899","YDR384C",4
"3900","YDR405W",4
"3901","YDR410C",4
"3902","YDR414C",4
"3903","YDR438W",4
"3904","YDR459C",4
"3905","YDR464W",4
"3906","YDR473C",4
"3907","YDR485C",4
"3908","YDR486C",4
"3909","YDR505C",4
"3910","YDR517W",4
"3911","YDR525W-A",4
"3912","YDR527W",4
"3913","YDR542W",4
"3914","YEL004W",4
"3915","YEL018W",4
"3916","YEL020W-A",4
"3917","YEL025C",4
"3918","YEL044W",4
"3919","YEL049W",4
"3920","YEL051W",4
"3921","YER018C",4
"3922","YER019W",4
"3923","YER102W",4
"3924","YER145C",4
"3925","YER163C",4
"3926","YFL020C",4
"3927","YFL046W",4
"3928","YFL049W",4
"3929","YFR018C",4
"3930","YFR032C-A",4
"3931","YFR049W",4
"3932","YFR052W",4
"3933","YGL020C",4
"3934","YGL038C",4
"3935","YGL081W",4
"3936","YGL114W",4
"3937","YGL134W",4
"3938","YGL145W",4
"3939","YGL153W",4
"3940","YGL172W",4
"3941","YGL225W",4
"3942","YGL229C",4
"3943","YGL231C",4
"3944","YGL233W",4
"3945","YGL247W",4
"3946","YGL255W",4
"3947","YGL261C",4
"3948","YGR038W",4
"3949","YGR048W",4
"3950","YGR055W",4
"3951","YGR068C",4
"3952","YGR072W",4
"3953","YGR105W",4
"3954","YGR112W",4
"3955","YGR167W",4
"3956","YGR186W",4
"3957","YGR205W",4
"3958","YGR227W",4
"3959","YGR243W",4
"3960","YGR263C",4
"3961","YGR274C",4
"3962","YGR283C",4
"3963","YGR284C",4
"3964","YGR294W",4
"3965","YHL001W",4
"3966","YHL036W",4
"3967","YHL046C",4
"3968","YHR001W-A",4
"3969","YHR005C-A",4
"3970","YHR036W",4
"3971","YHR039C-A",4
"3972","YHR041C",4
"3973","YHR072W-A",4
"3974","YHR078W",4
"3975","YHR116W",4
"3976","YHR134W",4
"3977","YHR138C",4
"3978","YHR143W",4
"3979","YHR149C",4
"3980","YHR192W",4
"3981","YIL073C",4
"3982","YIL084C",4
"3983","YIL150C",4
"3984","YIL169C",4
"3985","YIL176C",4
"3986","YIR010W",4
"3987","YIR019C",4
"3988","YIR021W",4
"3989","YIR028W",4
"3990","YIR041W",4
"3991","YJL019W",4
"3992","YJL029C",4
"3993","YJL049W",4
"3994","YJL053W",4
"3995","YJL082W",4
"3996","YJL085W",4
"3997","YJL096W",4
"3998","YJL100W",4
"3999","YJL132W",4
"4000","YJL143W",4
"4001","YJL148W",4
"4002","YJL151C",4
"4003","YJL154C",4
"4004","YJL174W",4
"4005","YJL178C",4
"4006","YJL179W",4
"4007","YJL193W",4
"4008","YJL196C",4
"4009","YJL204C",4
"4010","YJL205C",4
"4011","YJL223C",4
"4012","YJR044C",4
"4013","YJR050W",4
"4014","YJR075W",4
"4015","YJR106W",4
"4016","YJR150C",4
"4017","YJR151C",4
"4018","YKL006W",4
"4019","YKL009W",4
"4020","YKL045W",4
"4021","YKL047W",4
"4022","YKL053C-A",4
"4023","YKL082C",4
"4024","YKL087C",4
"4025","YKL089W",4
"4026","YKL096W",4
"4027","YKL099C",4
"4028","YKL100C",4
"4029","YKL122C",4
"4030","YKL137W",4
"4031","YKL159C",4
"4032","YKL201C",4
"4033","YKL206C",4
"4034","YKL212W",4
"4035","YKL224C",4
"4036","YKR021W",4
"4037","YKR048C",4
"4038","YKR049C",4
"4039","YKR071C",4
"4040","YKR087C",4
"4041","YKR101W",4
"4042","YLL005C",4
"4043","YLL006W",4
"4044","YLL025W",4
"4045","YLL035W",4
"4046","YLL052C",4
"4047","YLL064C",4
"4048","YLR007W",4
"4049","YLR033W",4
"4050","YLR037C",4
"4051","YLR039C",4
"4052","YLR047C",4
"4053","YLR063W",4
"4054","YLR066W",4
"4055","YLR088W",4
"4056","YLR097C",4
"4057","YLR130C",4
"4058","YLR164W",4
"4059","YLR168C",4
"4060","YLR186W",4
"4061","YLR192C",4
"4062","YLR193C",4
"4063","YLR200W",4
"4064","YLR201C",4
"4065","YLR215C",4
"4066","YLR225C",4
"4067","YLR226W",4
"4068","YLR237W",4
"4069","YLR241W",4
"4070","YLR246W",4
"4071","YLR281C",4
"4072","YLR288C",4
"4073","YLR292C",4
"4074","YLR313C",4
"4075","YLR319C",4
"4076","YLR320W",4
"4077","YLR325C",4
"4078","YLR350W",4
"4079","YLR372W",4
"4080","YLR388W",4
"4081","YLR413W",4
"4082","YLR422W",4
"4083","YLR437C",4
"4084","YLR439W",4
"4085","YLR461W",4
"4086","YML009C",4
"4087","YML018C",4
"4088","YML019W",4
"4089","YML020W",4
"4090","YML030W",4
"4091","YML036W",4
"4092","YML043C",4
"4093","YML067C",4
"4094","YML103C",4
"4095","YMR027W",4
"4096","YMR034C",4
"4097","YMR048W",4
"4098","YMR059W",4
"4099","YMR060C",4
"4100","YMR071C",4
"4101","YMR091C",4
"4102","YMR114C",4
"4103","YMR115W",4
"4104","YMR119W",4
"4105","YMR142C",4
"4106","YMR164C",4
"4107","YMR200W",4
"4108","YMR227C",4
"4109","YMR232W",4
"4110","YMR237W",4
"4111","YMR256C",4
"4112","YMR283C",4
"4113","YMR310C",4
"4114","YMR322C",4
"4115","YMR325W",4
"4116","YNL008C",4
"4117","YNL015W",4
"4118","YNL026W",4
"4119","YNL054W",4
"4120","YNL094W",4
"4121","YNL107W",4
"4122","YNL119W",4
"4123","YNL151C",4
"4124","YNL164C",4
"4125","YNL187W",4
"4126","YNL194C",4
"4127","YNL206C",4
"4128","YNL215W",4
"4129","YNL221C",4
"4130","YNL230C",4
"4131","YNL242W",4
"4132","YNL246W",4
"4133","YNL252C",4
"4134","YNL308C",4
"4135","YNL310C",4
"4136","YNL323W",4
"4137","YNL325C",4
"4138","YNL326C",4
"4139","YNR002C",4
"4140","YNR017W",4
"4141","YNR018W",4
"4142","YNR019W",4
"4143","YNR021W",4
"4144","YNR048W",4
"4145","YNR056C",4
"4146","YNR068C",4
"4147","YNR076W",4
"4148","YOL027C",4
"4149","YOL039W",4
"4150","YOL057W",4
"4151","YOL073C",4
"4152","YOL076W",4
"4153","YOL078W",4
"4154","YOL102C",4
"4155","YOL108C",4
"4156","YOL144W",4
"4157","YOL146W",4
"4158","YOL161C",4
"4159","YOL162W",4
"4160","YOL163W",4
"4161","YOR008C",4
"4162","YOR009W",4
"4163","YOR043W",4
"4164","YOR048C",4
"4165","YOR051C",4
"4166","YOR071C",4
"4167","YOR085W",4
"4168","YOR112W",4
"4169","YOR118W",4
"4170","YOR147W",4
"4171","YOR192C",4
"4172","YOR198C",4
"4173","YOR206W",4
"4174","YOR223W",4
"4175","YOR245C",4
"4176","YOR249C",4
"4177","YOR270C",4
"4178","YOR271C",4
"4179","YOR281C",4
"4180","YOR297C",4
"4181","YOR307C",4
"4182","YOR391C",4
"4183","YOR394W",4
"4184","YPL007C",4
"4185","YPL011C",4
"4186","YPL057C",4
"4187","YPL078C",4
"4188","YPL094C",4
"4189","YPL098C",4
"4190","YPL101W",4
"4191","YPL148C",4
"4192","YPL156C",4
"4193","YPL157W",4
"4194","YPL196W",4
"4195","YPL219W",4
"4196","YPL241C",4
"4197","YPL244C",4
"4198","YPL245W",4
"4199","YPL280W",4
"4200","YPL282C",4
"4201","YPR007C",4
"4202","YPR018W",4
"4203","YPR030W",4
"4204","YPR049C",4
"4205","YPR094W",4
"4206","YPR105C",4
"4207","YPR125W",4
"4208","YPR183W",4
"4209","YPR185W",4
"4210","YPR201W",4
"4211","Q0080",3
"4212","YAL001C",3
"4213","YAL008W",3
"4214","YAL009W",3
"4215","YAL032C",3
"4216","YAL043C",3
"4217","YAL059W",3
"4218","YAR010C",3
"4219","YAR020C",3
"4220","YAR023C",3
"4221","YAR027W",3
"4222","YAR028W",3
"4223","YAR029W",3
"4224","YAR031W",3
"4225","YAR033W",3
"4226","YBL005W-A",3
"4227","YBL020W",3
"4228","YBL046W",3
"4229","YBL049W",3
"4230","YBL082C",3
"4231","YBL086C",3
"4232","YBL089W",3
"4233","YBL090W",3
"4234","YBL093C",3
"4235","YBL097W",3
"4236","YBL100W-A",3
"4237","YBL102W",3
"4238","YBL112C",3
"4239","YBR005W",3
"4240","YBR012W-A",3
"4241","YBR060C",3
"4242","YBR076W",3
"4243","YBR077C",3
"4244","YBR086C",3
"4245","YBR095C",3
"4246","YBR105C",3
"4247","YBR131W",3
"4248","YBR163W",3
"4249","YBR183W",3
"4250","YBR185C",3
"4251","YBR201W",3
"4252","YBR207W",3
"4253","YBR216C",3
"4254","YBR219C",3
"4255","YBR230C",3
"4256","YBR233W-A",3
"4257","YBR247C",3
"4258","YBR258C",3
"4259","YBR269C",3
"4260","YBR270C",3
"4261","YBR272C",3
"4262","YBR279W",3
"4263","YBR282W",3
"4264","YBR287W",3
"4265","YBR290W",3
"4266","YBR296C",3
"4267","YCL005W-A",3
"4268","YCL016C",3
"4269","YCL020W",3
"4270","YCL036W",3
"4271","YCL045C",3
"4272","YCL057C-A",3
"4273","YCR003W",3
"4274","YCR007C",3
"4275","YCR044C",3
"4276","YCR071C",3
"4277","YCR075W-A",3
"4278","YCR086W",3
"4279","YCR090C",3
"4280","YCR101C",3
"4281","YCR102W-A",3
"4282","YDL001W",3
"4283","YDL013W",3
"4284","YDL067C",3
"4285","YDL072C",3
"4286","YDL085C-A",3
"4287","YDL089W",3
"4288","YDL115C",3
"4289","YDL130W-A",3
"4290","YDL146W",3
"4291","YDL148C",3
"4292","YDL149W",3
"4293","YDL150W",3
"4294","YDL153C",3
"4295","YDL165W",3
"4296","YDL173W",3
"4297","YDL183C",3
"4298","YDL207W",3
"4299","YDL211C",3
"4300","YDL217C",3
"4301","YDL222C",3
"4302","YDR003W",3
"4303","YDR005C",3
"4304","YDR006C",3
"4305","YDR013W",3
"4306","YDR016C",3
"4307","YDR028C",3
"4308","YDR034C-C",3
"4309","YDR066C",3
"4310","YDR079W",3
"4311","YDR082W",3
"4312","YDR084C",3
"4313","YDR087C",3
"4314","YDR089W",3
"4315","YDR098C-A",3
"4316","YDR103W",3
"4317","YDR105C",3
"4318","YDR107C",3
"4319","YDR108W",3
"4320","YDR124W",3
"4321","YDR137W",3
"4322","YDR166C",3
"4323","YDR170W-A",3
"4324","YDR175C",3
"4325","YDR178W",3
"4326","YDR181C",3
"4327","YDR201W",3
"4328","YDR210C-C",3
"4329","YDR210W-A",3
"4330","YDR223W",3
"4331","YDR227W",3
"4332","YDR231C",3
"4333","YDR254W",3
"4334","YDR261C-C",3
"4335","YDR261W-A",3
"4336","YDR262W",3
"4337","YDR282C",3
"4338","YDR296W",3
"4339","YDR297W",3
"4340","YDR302W",3
"4341","YDR308C",3
"4342","YDR315C",3
"4343","YDR316W-A",3
"4344","YDR319C",3
"4345","YDR329C",3
"4346","YDR348C",3
"4347","YDR361C",3
"4348","YDR365W-A",3
"4349","YDR369C",3
"4350","YDR370C",3
"4351","YDR377W",3
"4352","YDR379C-A",3
"4353","YDR391C",3
"4354","YDR393W",3
"4355","YDR403W",3
"4356","YDR407C",3
"4357","YDR412W",3
"4358","YDR469W",3
"4359","YDR475C",3
"4360","YDR478W",3
"4361","YDR479C",3
"4362","YDR484W",3
"4363","YDR492W",3
"4364","YDR495C",3
"4365","YDR498C",3
"4366","YDR514C",3
"4367","YEL007W",3
"4368","YEL023C",3
"4369","YEL043W",3
"4370","YEL048C",3
"4371","YEL064C",3
"4372","YER019C-A",3
"4373","YER048W-A",3
"4374","YER072W",3
"4375","YER074W-A",3
"4376","YER083C",3
"4377","YER087C-B",3
"4378","YER113C",3
"4379","YER119C",3
"4380","YER126C",3
"4381","YER127W",3
"4382","YER131W",3
"4383","YER137C",3
"4384","YER137C-A",3
"4385","YER139C",3
"4386","YER141W",3
"4387","YER154W",3
"4388","YER156C",3
"4389","YER157W",3
"4390","YER159C-A",3
"4391","YER182W",3
"4392","YER185W",3
"4393","YFL002W-B",3
"4394","YFL034C-A",3
"4395","YFR002W",3
"4396","YFR003C",3
"4397","YFR011C",3
"4398","YFR012W",3
"4399","YFR029W",3
"4400","YFR040W",3
"4401","YFR048W",3
"4402","YGL010W",3
"4403","YGL022W",3
"4404","YGL032C",3
"4405","YGL033W",3
"4406","YGL051W",3
"4407","YGL053W",3
"4408","YGL060W",3
"4409","YGL061C",3
"4410","YGL079W",3
"4411","YGL080W",3
"4412","YGL082W",3
"4413","YGL084C",3
"4414","YGL086W",3
"4415","YGL090W",3
"4416","YGL126W",3
"4417","YGL142C",3
"4418","YGL161C",3
"4419","YGL174W",3
"4420","YGL183C",3
"4421","YGL189C",3
"4422","YGL198W",3
"4423","YGL215W",3
"4424","YGL246C",3
"4425","YGR014W",3
"4426","YGR027W-A",3
"4427","YGR038C-A",3
"4428","YGR042W",3
"4429","YGR049W",3
"4430","YGR053C",3
"4431","YGR057C",3
"4432","YGR060W",3
"4433","YGR062C",3
"4434","YGR066C",3
"4435","YGR071C",3
"4436","YGR075C",3
"4437","YGR086C",3
"4438","YGR098C",3
"4439","YGR111W",3
"4440","YGR113W",3
"4441","YGR120C",3
"4442","YGR122W",3
"4443","YGR127W",3
"4444","YGR131W",3
"4445","YGR141W",3
"4446","YGR147C",3
"4447","YGR149W",3
"4448","YGR161C-C",3
"4449","YGR161W-A",3
"4450","YGR172C",3
"4451","YGR177C",3
"4452","YGR198W",3
"4453","YGR213C",3
"4454","YGR216C",3
"4455","YGR222W",3
"4456","YGR266W",3
"4457","YGR268C",3
"4458","YGR271C-A",3
"4459","YHL017W",3
"4460","YHL020C",3
"4461","YHL023C",3
"4462","YHL029C",3
"4463","YHL042W",3
"4464","YHL043W",3
"4465","YHL044W",3
"4466","YHR034C",3
"4467","YHR053C",3
"4468","YHR055C",3
"4469","YHR058C",3
"4470","YHR060W",3
"4471","YHR081W",3
"4472","YHR097C",3
"4473","YHR126C",3
"4474","YHR132W-A",3
"4475","YHR133C",3
"4476","YHR140W",3
"4477","YHR142W",3
"4478","YHR150W",3
"4479","YHR151C",3
"4480","YHR162W",3
"4481","YHR170W",3
"4482","YHR172W",3
"4483","YHR175W",3
"4484","YHR177W",3
"4485","YHR181W",3
"4486","YHR188C",3
"4487","YHR194W",3
"4488","YHR214C-C",3
"4489","YHR218W-A",3
"4490","YIL023C",3
"4491","YIL024C",3
"4492","YIL041W",3
"4493","YIL049W",3
"4494","YIL068C",3
"4495","YIL071C",3
"4496","YIL087C",3
"4497","YIL088C",3
"4498","YIL090W",3
"4499","YIL093C",3
"4500","YIL096C",3
"4501","YIL098C",3
"4502","YIL110W",3
"4503","YIL123W",3
"4504","YIL156W-B",3
"4505","YIL157C",3
"4506","YIL171W",3
"4507","YIR015W",3
"4508","YIR043C",3
"4509","YIR044C",3
"4510","YJL002C",3
"4511","YJL004C",3
"4512","YJL025W",3
"4513","YJL039C",3
"4514","YJL041W",3
"4515","YJL042W",3
"4516","YJL054W",3
"4517","YJL058C",3
"4518","YJL076W",3
"4519","YJL091C",3
"4520","YJL097W",3
"4521","YJL098W",3
"4522","YJL104W",3
"4523","YJL108C",3
"4524","YJL123C",3
"4525","YJL173C",3
"4526","YJL183W",3
"4527","YJR001W",3
"4528","YJR002W",3
"4529","YJR006W",3
"4530","YJR010C-A",3
"4531","YJR026W",3
"4532","YJR028W",3
"4533","YJR034W",3
"4534","YJR042W",3
"4535","YJR061W",3
"4536","YJR080C",3
"4537","YJR082C",3
"4538","YJR084W",3
"4539","YJR085C",3
"4540","YJR093C",3
"4541","YJR100C",3
"4542","YJR112W-A",3
"4543","YJR144W",3
"4544","YKL002W",3
"4545","YKL014C",3
"4546","YKL018C-A",3
"4547","YKL039W",3
"4548","YKL041W",3
"4549","YKL051W",3
"4550","YKL065C",3
"4551","YKL077W",3
"4552","YKL095W",3
"4553","YKL108W",3
"4554","YKL119C",3
"4555","YKL130C",3
"4556","YKL133C",3
"4557","YKL138C",3
"4558","YKL142W",3
"4559","YKL146W",3
"4560","YKL160W",3
"4561","YKL162C",3
"4562","YKL172W",3
"4563","YKL175W",3
"4564","YKL183W",3
"4565","YKL195W",3
"4566","YKR004C",3
"4567","YKR010C",3
"4568","YKR025W",3
"4569","YKR028W",3
"4570","YKR035W-A",3
"4571","YKR051W",3
"4572","YKR065C",3
"4573","YKR074W",3
"4574","YKR088C",3
"4575","YKR092C",3
"4576","YKR095W-A",3
"4577","YLL003W",3
"4578","YLL007C",3
"4579","YLL014W",3
"4580","YLL018C-A",3
"4581","YLL023C",3
"4582","YLR003C",3
"4583","YLR023C",3
"4584","YLR025W",3
"4585","YLR046C",3
"4586","YLR056W",3
"4587","YLR061W",3
"4588","YLR065C",3
"4589","YLR071C",3
"4590","YLR083C",3
"4591","YLR095C",3
"4592","YLR114C",3
"4593","YLR132C",3
"4594","YLR137W",3
"4595","YLR152C",3
"4596","YLR157C-A",3
"4597","YLR166C",3
"4598","YLR203C",3
"4599","YLR204W",3
"4600","YLR220W",3
"4601","YLR223C",3
"4602","YLR227W-A",3
"4603","YLR251W",3
"4604","YLR256W-A",3
"4605","YLR262C-A",3
"4606","YLR283W",3
"4607","YLR287C",3
"4608","YLR287C-A",3
"4609","YLR315W",3
"4610","YLR326W",3
"4611","YLR356W",3
"4612","YLR363C",3
"4613","YLR373C",3
"4614","YLR387C",3
"4615","YLR393W",3
"4616","YLR410W-A",3
"4617","YLR411W",3
"4618","YLR412W",3
"4619","YLR418C",3
"4620","YLR423C",3
"4621","YLR435W",3
"4622","YLR436C",3
"4623","YLR440C",3
"4624","YML029W",3
"4625","YML040W",3
"4626","YML045W-A",3
"4627","YML055W",3
"4628","YML071C",3
"4629","YML081C-A",3
"4630","YML093W",3
"4631","YML101C",3
"4632","YML108W",3
"4633","YML109W",3
"4634","YML112W",3
"4635","YML114C",3
"4636","YMR002W",3
"4637","YMR005W",3
"4638","YMR010W",3
"4639","YMR028W",3
"4640","YMR040W",3
"4641","YMR046C",3
"4642","YMR051C",3
"4643","YMR053C",3
"4644","YMR063W",3
"4645","YMR065W",3
"4646","YMR077C",3
"4647","YMR111C",3
"4648","YMR117C",3
"4649","YMR140W",3
"4650","YMR149W",3
"4651","YMR154C",3
"4652","YMR172W",3
"4653","YMR194W",3
"4654","YMR198W",3
"4655","YMR225C",3
"4656","YMR263W",3
"4657","YMR264W",3
"4658","YMR265C",3
"4659","YMR273C",3
"4660","YMR274C",3
"4661","YMR292W",3
"4662","YMR294W",3
"4663","YMR311C",3
"4664","YNL024C-A",3
"4665","YNL038W",3
"4666","YNL041C",3
"4667","YNL044W",3
"4668","YNL054W-A",3
"4669","YNL066W",3
"4670","YNL070W",3
"4671","YNL076W",3
"4672","YNL091W",3
"4673","YNL096C",3
"4674","YNL101W",3
"4675","YNL103W",3
"4676","YNL126W",3
"4677","YNL136W",3
"4678","YNL138W-A",3
"4679","YNL149C",3
"4680","YNL156C",3
"4681","YNL157W",3
"4682","YNL172W",3
"4683","YNL208W",3
"4684","YNL213C",3
"4685","YNL219C",3
"4686","YNL222W",3
"4687","YNL225C",3
"4688","YNL237W",3
"4689","YNL254C",3
"4690","YNL258C",3
"4691","YNL263C",3
"4692","YNL265C",3
"4693","YNL273W",3
"4694","YNL282W",3
"4695","YNL284C-A",3
"4696","YNL291C",3
"4697","YNL294C",3
"4698","YNL305C",3
"4699","YNR020C",3
"4700","YNR030W",3
"4701","YNR034W-A",3
"4702","YNR039C",3
"4703","YNR054C",3
"4704","YNR062C",3
"4705","YNR069C",3
"4706","YOL001W",3
"4707","YOL002C",3
"4708","YOL009C",3
"4709","YOL019W",3
"4710","YOL022C",3
"4711","YOL026C",3
"4712","YOL031C",3
"4713","YOL048C",3
"4714","YOL069W",3
"4715","YOL072W",3
"4716","YOL101C",3
"4717","YOL103W-A",3
"4718","YOL110W",3
"4719","YOL116W",3
"4720","YOL129W",3
"4721","YOL135C",3
"4722","YOL147C",3
"4723","YOR002W",3
"4724","YOR021C",3
"4725","YOR030W",3
"4726","YOR035C",3
"4727","YOR049C",3
"4728","YOR058C",3
"4729","YOR067C",3
"4730","YOR079C",3
"4731","YOR083W",3
"4732","YOR096W",3
"4733","YOR103C",3
"4734","YOR129C",3
"4735","YOR142W-A",3
"4736","YOR145C",3
